Flaschen ID,y_hat
368,51.371767146328715
369,49.21524749702268
370,49.71092815433418
371,26.581392331111097
372,25.574182704394143
373,26.657828292381016
374,27.158734522772754
375,26.150747348653688
376,26.577878950884482
377,26.96176682521262
378,26.8953153999177
379,26.612110953294636
380,27.341154739706372
381,26.779115824956218
382,27.225374157686947
383,27.645581824263374
384,26.708249928337196
385,25.94643614801997
386,27.119433875274716
387,26.272241978494623
388,27.461482356663925
389,27.113824176430068
390,24.83009643809877
391,27.21972158668426
392,26.08629797851233
393,26.898103998213383
394,26.981347292512048
395,26.565406683181806
396,50.55731129372826
397,50.01285924386307
398,50.71883002318483
399,50.334241180707906
400,50.949858215471075
401,50.281342566624616
402,50.69749724237616
403,49.96940479086103
404,49.411782900564745
405,51.21068104441919
406,50.7280397565061
407,51.81755949175346
408,49.97721165364209
409,50.25955971328513
410,49.622787409137764
411,52.18986157701367
412,49.18623134222502
413,50.86956355899229
414,49.360276453906515
415,50.210499449340524
416,51.22141169837317
417,27.05339144464731
418,27.97430025849899
419,27.463530918528992
420,28.364106573995247
421,28.620613547638733
422,26.88186150241302
423,28.462071657698647
424,27.820247460329046
425,27.89937215575611
426,28.36898117349476
427,27.34698903116585
428,28.61819592874319
429,27.372901587071674
430,27.678991786986117
431,26.576645215690334
432,27.96124115237849
433,27.696424745828445
434,26.642592659074072
435,27.21793652490835
436,27.555044647493123
437,28.04602520142152
438,26.9502164548065
439,49.822003910468425
440,49.99142564549275
441,49.129060447800164
469,51.39020880128095
470,50.9886168933287
471,50.3296793341464
472,49.07611454713701
473,51.5441883086701
474,50.52306427267594
475,51.97366346996477
476,50.239414089477805
477,50.384415730043685
478,51.13893254795425
479,50.97270733038068
480,50.36765233230995
481,51.231575518167254
482,50.801874040456035
483,50.57313934014943
484,50.30559135259193
485,50.30274509343006
486,49.29971381921975
487,50.52564686940463
488,49.96282841502198
489,27.45355519812717
490,28.21503755362515
491,27.87041490457275
492,27.930226599626977
493,27.848864877372137
494,27.871507648508903
495,27.82768785165124
496,27.73752082725741
497,27.515865679894997
498,27.376551960791822
499,28.150624166682427
500,27.66249773486089
501,28.176695665419434
502,28.37399474348787
503,28.088545342669338
504,27.73586870467087
505,28.833923161843753
506,28.802746509188797
507,27.700179868382428
508,28.46068840389617
509,27.66153751414674
510,28.384393664058685
511,27.2365069042889
512,27.321174642424943
513,28.150068237308002
514,27.51881870715878
515,27.5031781789033
516,27.150898401400113
517,3.9071324813668693
518,3.9729065494519347
519,4.175918721189865
520,3.8635160865398586
521,4.564930652931504
522,26.708013025659973
523,26.732179136345373
524,25.267154643182398
525,27.255409250256044
526,27.556503270348493
527,26.48194704559796
528,25.705953793386207
529,26.244065126778526
530,26.458488007979824
531,26.807307679349943
532,26.340212034572843
533,27.426703829341122
534,26.960400794077565
535,27.412220529385085
536,26.616874211342008
537,27.67161725299397
538,26.722661886163035
539,26.448760638132605
540,27.561275002058455
541,26.70213608936295
542,26.645669059409265
543,27.48449564531137
544,26.430559680543805
545,26.483405916249303
546,26.604586003438474
547,26.994685165331344
548,27.123713558603427
549,27.727342728035833
550,26.17141714844932
551,50.360225428008526
552,50.60527833659183
553,50.282271868723036
554,50.13384823376125
555,49.964236038218516
556,51.03968783298793
557,50.508725911188044
558,51.491851941660144
559,51.03491123032644
560,50.698211497558255
561,50.698781811020396
562,50.31191394695184
563,51.53514245376216
564,51.2444486264186
565,50.50965853741987
566,50.509466014152636
567,50.80250957061041
568,51.4871325011698
569,51.078908192228404
570,50.145588653551926
571,51.188232267439915
572,27.111695304865922
573,28.759497049237833
574,28.851698730428108
575,28.246480206514992
576,26.51129906624448
577,26.784361608992967
578,28.509180918141123
579,27.3495562159077
580,28.39862030520919
581,28.187580943766637
582,26.759202456850776
583,26.96289944125812
584,27.508376739531812
585,27.81297583074565
586,27.84490247905815
587,28.656911087043706
588,27.384071398873516
589,28.073392898757096
590,28.175688041818884
591,28.271459053155876
592,27.13515806223203
593,27.900814752599057
594,50.184579428746524
595,50.68529424986794
596,52.07996020521309
597,49.84692444560202
598,51.11487373451286
599,26.88205382730336
600,26.21688503788522
601,27.104687431605324
602,26.264501572490207
603,27.832517646756582
604,25.629553535847588
605,26.75581891741434
606,27.056585838633872
607,26.992363007880485
608,26.481638568241475
609,27.064579638532962
610,27.541917347178583
611,26.871092621404866
612,26.33893582494483
613,26.547098651422267
614,26.96594878380347
615,27.34908396732384
616,26.994478415731937
617,26.732626607584784
618,26.758173901853237
619,26.63697349614779
620,26.16554787543847
621,28.23392674327709
622,27.214036843660715
623,27.79379199579603
624,49.93323110355454
625,49.98226851492813
626,49.873883247953756
627,50.1572235918602
628,50.309984050303235
629,50.37666248147929
630,50.03727719215899
631,50.10236956435816
632,49.801591094785884
633,49.398454199820094
634,49.56548792331227
635,50.06069933405002
636,50.69250050553625
637,51.37861174616219
638,49.60081226759626
639,51.165576652645306
640,50.242609924045624
641,49.22656888479483
